animal_type,complaint_type,suburb,year_quarter,animal,complaint
Dog,NA,Brighton,2016.4,Dog,Unknown
Other Animal,Nuisance Animal,Forest Lake,2016.4,Other Animal,Nuisance Animal
Dog,Fencing Issues,Wynnum,2016.4,Dog,Fencing Issues
Dog,Fencing Issues,Ellen Grove,2016.4,Dog,Fencing Issues
Attack,Attack On An Animal,Macgregor,2016.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Rocklea,2016.4,Dog,Fencing Issues
Cat Trapping,NA,Cannon Hill,2016.4,Cat,Unknown
Attack,Attack On An Animal,Oxley,2016.4,Other Animal,Attacked Animal
Attack,Attack On An Animal,Oxley,2016.4,Other Animal,Attacked Animal
Cat,NA,Gordon Park,2016.4,Cat,Unknown
Dog,Fencing Issues,Brisbane City,2016.4,Dog,Fencing Issues
Other Animal,Fox,Karana Downs,2016.4,Fox,Sighting
Attack,Attack On An Animal,Deagon,2016.4,Other Animal,Attacked Animal
Other Animal,Fencing Issues,Upper Brookfield,2016.4,Other Animal,Fencing Issues
Attack,Attack On An Animal,Lytton,2016.4,Other Animal,Attacked Animal
Cat,NA,Manly West,2016.4,Cat,Unknown
Dog,NA,Hemmant,2016.4,Dog,Unknown
Cat Trapping,NA,Chermside West,2016.4,Cat,Unknown
Dog,Too Many Animals,Bracken Ridge,2016.4,Dog,Animal Hoarding
Other Animal,Fox,Pullenvale,2016.4,Fox,Sighting
Dog,Fencing Issues,Acacia Ridge,2016.4,Dog,Fencing Issues
Cat Trapping,NA,Aspley,2016.4,Cat,Unknown
Dog,Too Many Animals,Kangaroo Point,2016.4,Dog,Animal Hoarding
Other Animal,Pest / Feral Animal,Holland Park,2016.4,Other Animal,Pest Feral Animal
Attack,Attack On A Person,Bald Hills,2016.4,Other Animal,Attacked Person
Attack,Attack On An Animal,Greenslopes,2016.4,Other Animal,Attacked Animal
Attack,Attack On A Person,Keperra,2016.4,Other Animal,Attacked Person
Cat,NA,Wynnum,2016.4,Cat,Unknown
Dog,Fencing Issues,Upper Mount Gravatt,2016.4,Dog,Fencing Issues
Dog,NA,Nudgee,2016.4,Dog,Unknown
Cat,NA,Everton Park,2016.4,Cat,Unknown
Other Animal,Odour,Inala,2016.4,Other Animal,Odour
Attack,Attack On A Person,Taigum,2016.4,Other Animal,Attacked Person
Dog,Fencing Issues,Forest Lake,2016.4,Dog,Fencing Issues
Attack,Not An Attack,Rochedale,2016.4,Other Animal,Not Attack
Other Animal,Nuisance Animal,Taigum,2016.4,Other Animal,Nuisance Animal
Dog,Fencing Issues,Fairfield,2016.4,Dog,Fencing Issues
Cat Trapping,NA,Nudgee,2016.4,Cat,Unknown
Attack,Attack On An Animal,Chermside West,2016.4,Other Animal,Attacked Animal
Dog,Unregistered,Mitchelton,2016.4,Dog,Unregistered
Dog,Defecating In Public,Aspley,2016.4,Dog,Public Defication
Cat,NA,Aspley,2016.4,Cat,Unknown
Dog,Fencing Issues,Carina Heights,2016.4,Dog,Fencing Issues
Cat,NA,Eight Mile Plains,2016.4,Cat,Unknown
Other Animal,Fox,Mount Crosby,2016.4,Fox,Sighting
Other Animal,Wild Dog,Kenmore Hills,2016.4,Wild Dog,Sighting
Other Animal,Fox,Keperra,2016.4,Fox,Sighting
Dog,Fencing Issues,Salisbury,2016.4,Dog,Fencing Issues
Dog,Fencing Issues,Salisbury,2016.4,Dog,Fencing Issues
Attack,Attack On A Person,Upper Kedron,2016.4,Other Animal,Attacked Person
Dog,Odour,Chermside West,2016.4,Dog,Odour
Other Animal,Fox,Karana Downs,2016.4,Fox,Sighting
Dog,Defecating In Public,Salisbury,2016.4,Dog,Public Defication
Attack,Attack On An Animal,Oxley,2016.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Keperra,2016.4,Dog,Fencing Issues
Dog,Fencing Issues,The Gap,2016.4,Dog,Fencing Issues
Other Animal,Deer,Jindalee,2016.4,Deer,Sighting
Dog,Fencing Issues,Inala,2016.4,Dog,Fencing Issues
Other Animal,Fencing Issues,Upper Brookfield,2016.4,Other Animal,Fencing Issues
Dog,NA,New Farm,2016.4,Dog,Unknown
Dog,Too Many Animals,Wynnum West,2016.4,Dog,Animal Hoarding
Cat,NA,Moggill,2016.4,Cat,Unknown
Attack,Attack On An Animal,Upper Kedron,2016.4,Other Animal,Attacked Animal
Cat Trapping,NA,Upper Mount Gravatt,2017.4,Cat,Unknown
Other Animal,Pest / Feral Animal,Tarragindi,2017.4,Other Animal,Pest Feral Animal
Dog,Fencing Issues,Tarragindi,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Darra,2017.4,Dog,Fencing Issues
Dog,Defecating In Public,Kedron,2017.4,Dog,Public Defication
Dog,Fencing Issues,Manly West,2017.4,Dog,Fencing Issues
Other Animal,Fox,Yeronga,2017.4,Fox,Sighting
Attack,Attack On An Animal,Morningside,2017.4,Other Animal,Attacked Animal
Dog,Unregistered,Holland Park West,2017.4,Dog,Unregistered
Dog,Fencing Issues,Darra,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Windsor,2017.4,Other Animal,Nuisance Animal
Cat Trapping,NA,Carina,2017.4,Cat,Unknown
Other Animal,Too Many Animals,Mount Crosby,2017.4,Other Animal,Animal Hoarding
Attack,Menacing,Ferny Grove,2017.4,Other Animal,Menacing
Cat,NA,Manly West,2017.4,Cat,Unknown
Dog,Fencing Issues,Karana Downs,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Wynnum West,2017.4,Cat,Unknown
Dog,Fencing Issues,Windsor,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Doolandella,2017.4,Cat,Unknown
Dog,Unregistered,NA,2017.4,Dog,Unregistered
Cat Trapping,NA,Annerley,2017.4,Cat,Unknown
Other Animal,Rabbit,Carindale,2017.4,Rabbit,Sighting
Attack,Attack On A Person,Aspley,2017.4,Other Animal,Attacked Person
Attack,Menacing,Holland Park,2017.4,Other Animal,Menacing
Other Animal,Pest / Feral Animal,Pullenvale,2017.4,Other Animal,Pest Feral Animal
Dog,Defecating In Public,Coopers Plains,2017.4,Dog,Public Defication
Attack,Attack On An Animal,Inala,2017.4,Other Animal,Attacked Animal
Attack,Menacing,Balmoral,2017.4,Other Animal,Menacing
Dog,Fencing Issues,Nudgee,2017.4,Dog,Fencing Issues
Cat,NA,Kenmore,2017.4,Cat,Unknown
Other Animal,Rabbit,Aspley,2017.4,Rabbit,Sighting
Other Animal,Fox,Moggill,2017.4,Fox,Sighting
Other Animal,Fox,Carina,2017.4,Fox,Sighting
Cat Trapping,NA,Upper Mount Gravatt,2017.4,Cat,Unknown
Dog,Fencing Issues,Wynnum West,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Wynnum West,2017.4,Cat,Unknown
Attack,Attack On An Animal,Brighton,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Windsor,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Kedron,2017.4,Cat,Unknown
Dog,Fencing Issues,Salisbury,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Calamvale,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Calamvale,2017.4,Dog,Fencing Issues
Attack,Attack On An Animal,Mount Crosby,2017.4,Other Animal,Attacked Animal
Attack,Attack On An Animal,Brighton,2017.4,Other Animal,Attacked Animal
Attack,Not An Attack,Yeronga,2017.4,Other Animal,Not Attack
Attack,Not An Attack,Inala,2017.4,Other Animal,Not Attack
Dog,Odour,Carina Heights,2017.4,Dog,Odour
Cat Trapping,NA,Annerley,2017.4,Cat,Unknown
Dog,Fencing Issues,Ascot,2017.4,Dog,Fencing Issues
Dog,Unregistered,Gordon Park,2017.4,Dog,Unregistered
Other Animal,Fox,Chandler,2017.4,Fox,Sighting
Cat,NA,Stafford Heights,2017.4,Cat,Unknown
Dog,Fencing Issues,Mitchelton,2017.4,Dog,Fencing Issues
Attack,Dangerous,Aspley,2017.4,Other Animal,Dangerous
Other Animal,Fox,Holland Park West,2017.4,Fox,Sighting
Dog,Insufficient Space,Graceville,2017.4,Dog,Insufficient Space
Dog,Fencing Issues,Inala,2017.4,Dog,Fencing Issues
Other Animal,Feral Cat,Rocklea,2017.4,Feral Cat,Sighting
Cat Trapping,NA,St Lucia,2017.4,Cat,Unknown
Attack,Attack On An Animal,The Gap,2017.4,Other Animal,Attacked Animal
Other Animal,Nuisance Animal,Algester,2017.4,Other Animal,Nuisance Animal
Dog,Fencing Issues,Seven Hills,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Acacia Ridge,2017.4,Cat,Unknown
Attack,Not An Attack,Milton,2017.4,Other Animal,Not Attack
Attack,Menacing,Manly,2017.4,Other Animal,Menacing
Other Animal,Fencing Issues,Mount Crosby,2017.4,Other Animal,Fencing Issues
Attack,Not An Attack,Chandler,2017.4,Other Animal,Not Attack
Other Animal,Pest / Feral Animal,Coorparoo,2017.4,Other Animal,Pest Feral Animal
Dog,Too Many Animals,Morningside,2017.4,Dog,Animal Hoarding
Attack,Attack On An Animal,Chermside West,2017.4,Other Animal,Attacked Animal
Dog,NA,Upper Mount Gravatt,2017.4,Dog,Unknown
Attack,Attack On A Person,Hamilton,2017.4,Other Animal,Attacked Person
Attack,Attack On An Animal,Banyo,2017.4,Other Animal,Attacked Animal
Attack,Attack On A Person,Darra,2017.4,Other Animal,Attacked Person
Attack,Not An Attack,Bracken Ridge,2017.4,Other Animal,Not Attack
Cat Trapping,NA,Ellen Grove,2017.4,Cat,Unknown
Cat,NA,Kuraby,2017.4,Cat,Unknown
Other Animal,Fox,Pullenvale,2017.4,Fox,Sighting
Cat Trapping,NA,Boondall,2017.4,Cat,Unknown
Attack,Attack On An Animal,Kenmore,2017.4,Other Animal,Attacked Animal
Cat,NA,Coopers Plains,2017.4,Cat,Unknown
Attack,Attack On A Person,Acacia Ridge,2017.4,Other Animal,Attacked Person
Other Animal,Fox,Belmont,2017.4,Fox,Sighting
Attack,Menacing,Norman Park,2017.4,Other Animal,Menacing
Dog,Unregistered,Alderley,2017.4,Dog,Unregistered
Other Animal,Fox,Manly West,2017.4,Fox,Sighting
Cat Trapping,NA,Kuraby,2017.4,Cat,Unknown
Dog,Odour,Murarrie,2017.4,Dog,Odour
Dog,Defecating In Public,Wishart,2017.4,Dog,Public Defication
Cat Trapping,NA,Upper Mount Gravatt,2017.4,Cat,Unknown
Attack,Not An Attack,Riverhills,2017.4,Other Animal,Not Attack
Cat Trapping,NA,Bridgeman Downs,2017.4,Cat,Unknown
Dog,Fencing Issues,Manly,2017.4,Dog,Fencing Issues
Dog,Unregistered,Gordon Park,2017.4,Dog,Unregistered
Dog,Fencing Issues,Brighton,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Brighton,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,NA,2017.4,Dog,Fencing Issues
Attack,Not An Attack,Greenslopes,2017.4,Other Animal,Not Attack
Cat,NA,Gaythorne,2017.4,Cat,Unknown
Attack,Not An Attack,Herston,2017.4,Other Animal,Not Attack
Dog,Defecating In Public,Northgate,2017.4,Dog,Public Defication
Other Animal,Fencing Issues,Archerfield,2017.4,Other Animal,Fencing Issues
Other Animal,Fencing Issues,Archerfield,2017.4,Other Animal,Fencing Issues
Cat Trapping,NA,Wynnum,2017.4,Cat,Unknown
Dog,Fencing Issues,Inala,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Clayfield,2017.4,Other Animal,Nuisance Animal
Cat Trapping,NA,Boondall,2017.4,Cat,Unknown
Attack,Attack On An Animal,New Farm,2017.4,Other Animal,Attacked Animal
Cat Trapping,NA,Acacia Ridge,2017.4,Cat,Unknown
Cat Trapping,NA,New Farm,2017.4,Cat,Unknown
Cat Trapping,NA,Sandgate,2017.4,Cat,Unknown
Attack,Attack On A Person,Salisbury,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Zillmere,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Ferny Grove,2017.4,Other Animal,Nuisance Animal
Attack,Attack On An Animal,Chermside West,2017.4,Other Animal,Attacked Animal
Cat Trapping,NA,Coorparoo,2017.4,Cat,Unknown
Cat Trapping,NA,Chermside,2017.4,Cat,Unknown
Attack,Attack On A Person,Forest Lake,2017.4,Other Animal,Attacked Person
Other Animal,Fox,The Gap,2017.4,Fox,Sighting
Cat Trapping,NA,Mansfield,2017.4,Cat,Unknown
Attack,Menacing,Manly West,2017.4,Other Animal,Menacing
Attack,Attack On An Animal,Holland Park,2017.4,Other Animal,Attacked Animal
Attack,NA,Taringa,2017.4,Other Animal,Unknown
Dog,Fencing Issues,Westlake,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Forest Lake,2017.4,Other Animal,Nuisance Animal
Cat Trapping,NA,Sunnybank,2017.4,Cat,Unknown
Other Animal,Nuisance Animal,Acacia Ridge,2017.4,Other Animal,Nuisance Animal
Dog,Fencing Issues,Zillmere,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Karana Downs,2017.4,Dog,Fencing Issues
Dog,NA,Stafford,2017.4,Dog,Unknown
Dog,Unregistered,NA,2017.4,Dog,Unregistered
Dog,Fencing Issues,Brookfield,2017.4,Dog,Fencing Issues
Attack,Attack On An Animal,The Gap,2017.4,Other Animal,Attacked Animal
Cat Trapping,NA,Eagle Farm,2017.4,Cat,Unknown
Cat Trapping,NA,Eagle Farm,2017.4,Cat,Unknown
Attack,Attack On An Animal,Aspley,2017.4,Other Animal,Attacked Animal
Attack,Menacing,Wynnum West,2017.4,Other Animal,Menacing
Attack,Not An Attack,Holland Park,2017.4,Other Animal,Not Attack
Dog,Defecating In Public,Upper Mount Gravatt,2017.4,Dog,Public Defication
Attack,Menacing,Cannon Hill,2017.4,Other Animal,Menacing
Cat Trapping,NA,New Farm,2017.4,Cat,Unknown
Dog,Fencing Issues,Salisbury,2017.4,Dog,Fencing Issues
Dog,Unregistered,Zillmere,2017.4,Dog,Unregistered
Attack,Attack On An Animal,Manly,2017.4,Other Animal,Attacked Animal
Attack,Attack On A Person,Burbank,2017.4,Other Animal,Attacked Person
Attack,Attack On An Animal,Greenslopes,2017.4,Other Animal,Attacked Animal
Dog,Unregistered,Morningside,2017.4,Dog,Unregistered
Attack,Not An Attack,Chermside,2017.4,Other Animal,Not Attack
Dog,Fencing Issues,Windsor,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Kenmore Hills,2017.4,Dog,Fencing Issues
Dog,Surrender,Inala,2017.4,Dog,Surrender
Attack,Attack On An Animal,Carseldine,2017.4,Other Animal,Attacked Animal
Other Animal,Fox,Pullenvale,2017.4,Fox,Sighting
Attack,Menacing,Carina,2017.4,Other Animal,Menacing
Attack,Attack On An Animal,Wavell Heights,2017.4,Other Animal,Attacked Animal
Cat Trapping,NA,Red Hill,2017.4,Cat,Unknown
Other Animal,Defecating In Public,Carindale,2017.4,Other Animal,Public Defication
Dog,Fencing Issues,Ferny Grove,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Wynnum West,2017.4,Dog,Fencing Issues
Attack,Attack On An Animal,Tarragindi,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Mansfield,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Boondall,2017.4,Dog,Fencing Issues
Dog,Defecating In Public,Dutton Park,2017.4,Dog,Public Defication
Cat Trapping,NA,Coorparoo,2017.4,Cat,Unknown
Other Animal,Wild Dog,Kholo,2017.4,Wild Dog,Sighting
Dog,Too Many Animals,Gordon Park,2017.4,Dog,Animal Hoarding
Other Animal,Rabbit,Tingalpa,2017.4,Rabbit,Sighting
Attack,Not An Attack,Wavell Heights,2017.4,Other Animal,Not Attack
Dog,Fencing Issues,Zillmere,2017.4,Dog,Fencing Issues
Attack,Menacing,Sandgate,2017.4,Other Animal,Menacing
Cat Trapping,NA,Stafford Heights,2017.4,Cat,Unknown
Other Animal,Nuisance Animal,Mount Gravatt East,2017.4,Other Animal,Nuisance Animal
Dog,Fencing Issues,Durack,2017.4,Dog,Fencing Issues
Other Animal,Fencing Issues,Hemmant,2017.4,Other Animal,Fencing Issues
Other Animal,Odour,Everton Park,2017.4,Other Animal,Odour
Dog,Defecating In Public,Stafford,2017.4,Dog,Public Defication
Other Animal,Fox,Fitzgibbon,2017.4,Fox,Sighting
Cat Trapping,NA,Norman Park,2017.4,Cat,Unknown
Other Animal,Deer,Anstead,2017.4,Deer,Sighting
Dog,Fencing Issues,Bracken Ridge,2017.4,Dog,Fencing Issues
Attack,Attack On A Person,Mansfield,2017.4,Other Animal,Attacked Person
Cat Trapping,NA,Annerley,2017.4,Cat,Unknown
Attack,Not An Attack,Corinda,2017.4,Other Animal,Not Attack
Dog,Fencing Issues,The Gap,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Forest Lake,2017.4,Other Animal,Nuisance Animal
Attack,Not An Attack,Mount Gravatt East,2017.4,Other Animal,Not Attack
Attack,Attack On An Animal,Bald Hills,2017.4,Other Animal,Attacked Animal
Attack,Attack On An Animal,Graceville,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Wynnum,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Jindalee,2017.4,Dog,Fencing Issues
Other Animal,Fox,Mount Ommaney,2017.4,Fox,Sighting
Cat Trapping,NA,Sunnybank Hills,2017.4,Cat,Unknown
Cat Trapping,NA,Coorparoo,2017.4,Cat,Unknown
Cat Trapping,NA,Bracken Ridge,2017.4,Cat,Unknown
Dog,Fencing Issues,Chermside,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Coorparoo,2017.4,Cat,Unknown
Other Animal,Rabbit,Red Hill,2017.4,Rabbit,Sighting
Dog,Defecating In Public,Nundah,2017.4,Dog,Public Defication
Attack,Attack On An Animal,Carina,2017.4,Other Animal,Attacked Animal
Attack,Attack On A Person,Wynnum,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Mansfield,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Wavell Heights,2017.4,Other Animal,Nuisance Animal
Attack,Menacing,Mansfield,2017.4,Other Animal,Menacing
Dog,Unregistered,Chapel Hill,2017.4,Dog,Unregistered
Other Animal,Fencing Issues,Willawong,2017.4,Other Animal,Fencing Issues
Other Animal,Fox,Karana Downs,2017.4,Fox,Sighting
Dog,Fencing Issues,Brookfield,2017.4,Dog,Fencing Issues
Dog,Defecating In Public,The Gap,2017.4,Dog,Public Defication
Attack,Attack On A Person,Mount Gravatt East,2017.4,Other Animal,Attacked Person
Attack,Attack On An Animal,Mansfield,2017.4,Other Animal,Attacked Animal
Attack,Attack On An Animal,Wynnum,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Stafford Heights,2017.4,Dog,Fencing Issues
Other Animal,Nuisance Animal,Highgate Hill,2017.4,Other Animal,Nuisance Animal
Cat Trapping,NA,Inala,2017.4,Cat,Unknown
Attack,Menacing,Alderley,2017.4,Other Animal,Menacing
Other Animal,Fox,Holland Park West,2017.4,Fox,Sighting
Dog,Fencing Issues,Balmoral,2017.4,Dog,Fencing Issues
Dog,Defecating In Public,Chermside,2017.4,Dog,Public Defication
Attack,Not An Attack,Durack,2017.4,Other Animal,Not Attack
Attack,Menacing,Wilston,2017.4,Other Animal,Menacing
Cat Trapping,NA,Acacia Ridge,2017.4,Cat,Unknown
Attack,Attack On A Person,Murarrie,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Gordon Park,2017.4,Dog,Fencing Issues
Attack,Attack On An Animal,Karana Downs,2017.4,Other Animal,Attacked Animal
Other Animal,Nuisance Animal,Ellen Grove,2017.4,Other Animal,Nuisance Animal
Other Animal,Pest / Feral Animal,Woolloongabba,2017.4,Other Animal,Pest Feral Animal
Cat,NA,Ashgrove,2017.4,Cat,Unknown
Dog,Fencing Issues,Chermside,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Rocklea,2017.4,Dog,Fencing Issues
Attack,Attack On A Person,Brookfield,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Brookfield,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Carina,2017.4,Dog,Fencing Issues
Dog,Unregistered,Upper Kedron,2017.4,Dog,Unregistered
Attack,Attack On A Person,Everton Park,2017.4,Other Animal,Attacked Person
Other Animal,Nuisance Animal,Red Hill,2017.4,Other Animal,Nuisance Animal
Dog,Defecating In Public,Tarragindi,2017.4,Dog,Public Defication
Attack,Attack On A Person,Geebung,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Taigum,2017.4,Dog,Fencing Issues
Other Animal,Pest / Feral Animal,Durack,2017.4,Other Animal,Pest Feral Animal
Dog,Too Many Animals,Clayfield,2017.4,Dog,Animal Hoarding
Dog,Fencing Issues,Keperra,2017.4,Dog,Fencing Issues
Cat,NA,Sinnamon Park,2017.4,Cat,Unknown
Attack,Attack On An Animal,Gumdale,2017.4,Other Animal,Attacked Animal
Other Animal,Fencing Issues,Petrie Terrace,2017.4,Other Animal,Fencing Issues
Attack,Attack On A Person,Holland Park,2017.4,Other Animal,Attacked Person
Other Animal,Nuisance Animal,Herston,2017.4,Other Animal,Nuisance Animal
Cat Trapping,NA,Inala,2017.4,Cat,Unknown
Dog,Unregistered,Wynnum West,2017.4,Dog,Unregistered
Dog,Fencing Issues,Wynnum West,2017.4,Dog,Fencing Issues
Attack,Not An Attack,Northgate,2017.4,Other Animal,Not Attack
Cat,NA,Seventeen Mile Rocks,2017.4,Cat,Unknown
Dog,Fencing Issues,Windsor,2017.4,Dog,Fencing Issues
Attack,Attack On An Animal,Forest Lake,2017.4,Other Animal,Attacked Animal
Attack,Attack On An Animal,Wakerley,2017.4,Other Animal,Attacked Animal
Cat Trapping,NA,Manly West,2017.4,Cat,Unknown
Dog,Fencing Issues,Bracken Ridge,2017.4,Dog,Fencing Issues
Attack,Attack On A Person,Coorparoo,2017.4,Other Animal,Attacked Person
Attack,Attack On A Person,Sunnybank,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Durack,2017.4,Dog,Fencing Issues
Attack,Dangerous,Inala,2017.4,Other Animal,Dangerous
Attack,Attack On A Person,Bracken Ridge,2017.4,Other Animal,Attacked Person
Dog,Fencing Issues,Runcorn,2017.4,Dog,Fencing Issues
Other Animal,Fox,Mackenzie,2017.4,Fox,Sighting
Other Animal,Fox,Moorooka,2017.4,Fox,Sighting
Dog,Too Many Animals,Zillmere,2017.4,Dog,Animal Hoarding
Dog,Fencing Issues,Woolloongabba,2017.4,Dog,Fencing Issues
Dog,Too Many Animals,Mount Gravatt East,2017.4,Dog,Animal Hoarding
Dog,Too Many Animals,Mount Gravatt East,2017.4,Dog,Animal Hoarding
Dog,Unregistered,Mount Gravatt East,2017.4,Dog,Unregistered
Dog,Too Many Animals,Forest Lake,2017.4,Dog,Animal Hoarding
Other Animal,Pest / Feral Animal,Chermside West,2017.4,Other Animal,Pest Feral Animal
Attack,Attack On An Animal,Chermside,2017.4,Other Animal,Attacked Animal
Dog,Unregistered,Inala,2017.4,Dog,Unregistered
Dog,Fencing Issues,Pinjarra Hills,2017.4,Dog,Fencing Issues
Attack,Not An Attack,Stretton,2017.4,Other Animal,Not Attack
Cat Trapping,NA,Mount Gravatt East,2017.4,Cat,Unknown
Dog,Fencing Issues,Salisbury,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Inala,2017.4,Cat,Unknown
Dog,Fencing Issues,Kenmore Hills,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Bracken Ridge,2017.4,Cat,Unknown
Dog,Fencing Issues,Nudgee,2017.4,Dog,Fencing Issues
Other Animal,Rabbit,Mount Ommaney,2017.4,Rabbit,Sighting
Attack,Attack On A Person,Fairfield,2017.4,Other Animal,Attacked Person
Dog,Odour,Kedron,2017.4,Dog,Odour
Attack,Attack On A Person,Wakerley,2017.4,Other Animal,Attacked Person
Attack,Attack On An Animal,Stones Corner,2017.4,Other Animal,Attacked Animal
Attack,Menacing,Stafford Heights,2017.4,Other Animal,Menacing
Dog,Unregistered,Annerley,2017.4,Dog,Unregistered
Dog,Unregistered,Calamvale,2017.4,Dog,Unregistered
Other Animal,Fencing Issues,Hamilton,2017.4,Other Animal,Fencing Issues
Attack,Attack On An Animal,Murarrie,2017.4,Other Animal,Attacked Animal
Dog,Too Many Animals,Lota,2017.4,Dog,Animal Hoarding
Dog,Defecating In Public,Paddington,2017.4,Dog,Public Defication
Attack,Attack On A Person,Mitchelton,2017.4,Other Animal,Attacked Person
Attack,Attack On An Animal,Aspley,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Carina,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Paddington,2017.4,Dog,Fencing Issues
Attack,Attack On A Person,Windsor,2017.4,Other Animal,Attacked Person
Other Animal,Fox,Karana Downs,2017.4,Fox,Sighting
Other Animal,Too Many Animals,Salisbury,2017.4,Other Animal,Animal Hoarding
Dog,Defecating In Public,Toowong,2017.4,Dog,Public Defication
Attack,Attack On An Animal,Forest Lake,2017.4,Other Animal,Attacked Animal
Dog,Odour,Calamvale,2017.4,Dog,Odour
Dog,Fencing Issues,Gaythorne,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Wynnum,2017.4,Dog,Fencing Issues
Other Animal,Deer,Upper Brookfield,2017.4,Deer,Sighting
Cat,NA,The Gap,2017.4,Cat,Unknown
Cat Trapping,NA,Taringa,2017.4,Cat,Unknown
Attack,Menacing,Gaythorne,2017.4,Other Animal,Menacing
Dog,Fencing Issues,Nundah,2017.4,Dog,Fencing Issues
Other Animal,Fox,Anstead,2017.4,Fox,Sighting
Other Animal,Nuisance Animal,Carseldine,2017.4,Other Animal,Nuisance Animal
Dog,Unregistered,Rocklea,2017.4,Dog,Unregistered
Dog,Fencing Issues,Zillmere,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Chermside West,2017.4,Dog,Fencing Issues
Dog,Too Many Animals,Wacol,2017.4,Dog,Animal Hoarding
Cat Trapping,NA,Stafford,2017.4,Cat,Unknown
Dog,Odour,Coopers Plains,2017.4,Dog,Odour
Attack,Attack On An Animal,Stafford Heights,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Ellen Grove,2017.4,Dog,Fencing Issues
Dog,Fencing Issues,Murarrie,2017.4,Dog,Fencing Issues
Attack,Not An Attack,Moorooka,2017.4,Other Animal,Not Attack
Attack,Attack On An Animal,Alderley,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Windsor,2017.4,Dog,Fencing Issues
Other Animal,Fox,Karana Downs,2017.4,Fox,Sighting
Attack,Menacing,Taigum,2017.4,Other Animal,Menacing
Dog,Fencing Issues,Inala,2017.4,Dog,Fencing Issues
Cat Trapping,NA,Acacia Ridge,2017.4,Cat,Unknown
Dog,Defecating In Public,Mcdowall,2017.4,Dog,Public Defication
Attack,Attack On An Animal,Morningside,2017.4,Other Animal,Attacked Animal
Dog,Fencing Issues,Stafford,2017.4,Dog,Fencing Issues
Attack,Not An Attack,Pinjarra Hills,2017.4,Other Animal,Not Attack
Dog,Fencing Issues,Stafford,2017.4,Dog,Fencing Issues
Other Animal,Too Many Animals,Acacia Ridge,2017.4,Other Animal,Animal Hoarding
Cat Trapping,NA,Robertson,2017.4,Cat,Unknown
Dog,Defecating In Public,NA,2017.4,Dog,Public Defication
Dog,Odour,Nathan,2017.4,Dog,Odour
Dog,Fencing Issues,Kedron,2017.4,Dog,Fencing Issues
Other Animal,Fox,Brookfield,2017.4,Fox,Sighting
Other Animal,Fox,Chuwar,2017.4,Fox,Sighting
Dog,Defecating In Public,Stretton,2017.4,Dog,Public Defication
Other Animal,Pest / Feral Animal,Sunnybank,2017.4,Other Animal,Pest Feral Animal
Dog,Fencing Issues,Sunnybank,2017.4,Dog,Fencing Issues
Other Animal,Feral Pig,Upper Brookfield,2017.4,Feral Pig,Sighting
